incnum,dtreported,stnum,stname1,stname2,loctype,ra,offensecode,offense,X,Y,STATEFP,COUNTYFP,TRACTCE,AFFGEOID,GEOID,NAME,LSAD,ALAND,AWATER
5023752,07/26/2005 01:59:00 PM,2XX,SCHOOL ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09539,42.39191,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
5029658,09/11/2005 02:25:00 AM,2XX,WASHINGTON ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09364,42.37951,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
5028009,08/29/2005 09:43:00 AM,2XX,WASHINGTON ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09364,42.37951,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
5027500,08/25/2005 09:57:00 AM,2XX,WASHINGTON ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09364,42.37951,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
5020924,07/03/2005 09:26:00 AM,2XX,ELM ST,,,NA,120,ROBBERY,-71.12147,42.39486,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
17002954,01/15/2017 09:45:23 AM,2XX,ELM ST,,B,106,220,BURGLARY/BREAKING AND ENTERING,-71.12147,42.39486,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
12046742,11/22/2012 06:03:00 AM,2XX,ELM ST,,B,106,220,BURGLARY/BREAKING AND ENTERING,-71.12147,42.39486,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
11028352,08/30/2011 09:28:00 AM,2XX,SUMMER ST,,S,72,220,BURGLARY/BREAKING AND ENTERING,-71.11205,42.38947,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
13040835,10/30/2013 06:53:36 PM,2XX,TREMONT ST,,S,29,220,BURGLARY/BREAKING AND ENTERING,-71.09574,42.37530,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
7034544,09/19/2007 09:28:00 AM,XX,ALDERSEY ST,,S,62,23F,THEFT FROM MOTOR VEHICLE,-71.09623,42.38297,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
12037405,09/16/2012 10:15:00 AM,XX,AVON ST,,S,46,23F,THEFT FROM MOTOR VEHICLE,-71.10123,42.38528,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
7005495,02/17/2007 05:47:00 PM,XX,BENEDICT ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.08010,42.38734,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
10014707,05/07/2010 10:41:00 PM,XX,CALVIN ST,,S,58,220,BURGLARY/BREAKING AND ENTERING,-71.10407,42.37795,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
10035444,10/20/2010 06:40:00 PM,XX,CAMBRIA ST,,S,75,23F,THEFT FROM MOTOR VEHICLE,-71.10466,42.38744,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
9041166,11/06/2009 12:55:00 PM,XX,CAMERON AVE,,S,125,220,BURGLARY/BREAKING AND ENTERING,-71.12697,42.40026,25,017,350800,1400000US25017350800,25017350800,3508,CT,211545,0
13028248,07/25/2013 06:00:49 PM,XX,CHARLESTOWN ST,,S,25,220,BURGLARY/BREAKING AND ENTERING,-71.09265,42.37684,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
6036295,10/16/2006 05:36:00 PM,XX,CHARLESTOWN ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09265,42.37684,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
7017448,05/21/2007 11:55:00 AM,XX,CHARLESTOWN ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.09265,42.37684,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
17023470,04/22/2017 06:51:21 AM,XX,CHERRY ST,,S,98,23F,THEFT FROM MOTOR VEHICLE,-71.11577,42.39037,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
6022315,07/02/2006 01:24:00 AM,XX,CHERRY ST,,S,NA,120,ROBBERY,-71.11577,42.39037,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
12010636,03/22/2012 09:04:00 AM,XX,CHESTER ST,,S,109,23F,THEFT FROM MOTOR VEHICLE,-71.12399,42.39384,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
7037018,10/06/2007 09:19:00 AM,XX,COLLEGE AVE,,B,116,220,BURGLARY/BREAKING AND ENTERING,-71.12191,42.39726,25,017,350500,1400000US25017350500,25017350500,3505,CT,225395,0
15004534,01/31/2015 04:57:04 PM,XX,COLLEGE AVE,,B,116,220,BURGLARY/BREAKING AND ENTERING,-71.12191,42.39726,25,017,350500,1400000US25017350500,25017350500,3505,CT,225395,0
11034113,10/13/2011 04:11:00 PM,XX,COTTAGE AVE,,S,109,23F,THEFT FROM MOTOR VEHICLE,-71.12248,42.39412,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
10006844,03/05/2010 01:10:00 PM,XX,COTTAGE AVE,,S,109,220,BURGLARY/BREAKING AND ENTERING,-71.12248,42.39412,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
14041228,11/22/2014 10:48:47 PM,XX,DANA ST,,S,9,240,MOTOR VEHICLE THEFT,-71.09042,42.38746,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
5004731,02/11/2005 08:17:00 AM,XX,DANA ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09042,42.38746,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
7031764,08/29/2007 08:17:00 PM,XX,DANA ST,,S,9,220,BURGLARY/BREAKING AND ENTERING,-71.09042,42.38746,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
6030804,09/04/2006 10:14:00 AM,XX,DANE AVE,,S,NA,240,MOTOR VEHICLE THEFT,-71.10358,42.38035,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
7037153,10/07/2007 07:29:00 AM,XX,DANE ST,,S,54,23F,THEFT FROM MOTOR VEHICLE,-71.10390,42.38150,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
10037044,11/03/2010 11:45:00 PM,XX,ELLINGTON RD,,S,92,220,BURGLARY/BREAKING AND ENTERING,-71.11904,42.39580,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
14044061,12/13/2014 08:52:05 PM,XX,FARRAGUT AVE,,S,130,23F,THEFT FROM MOTOR VEHICLE,-71.13023,42.40428,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
12037831,09/18/2012 11:18:00 PM,XX,FELLSWAY W,,S,37,220,BURGLARY/BREAKING AND ENTERING,-71.08940,42.39157,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
13008811,03/03/2013 12:30:58 PM,XX,FELLSWAY W,,S,37,220,BURGLARY/BREAKING AND ENTERING,-71.08940,42.39157,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
17003116,01/16/2017 09:58:18 AM,XX,FLORENCE ST,,S,15,220,BURGLARY/BREAKING AND ENTERING,-71.08321,42.38283,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
7041571,11/11/2007 01:14:00 PM,XX,FOSKETT ST,,S,89,23F,THEFT FROM MOTOR VEHICLE,-71.11594,42.39719,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
7043599,11/30/2007 08:28:00 AM,XX,FOSKETT ST,,S,89,23F,THEFT FROM MOTOR VEHICLE,-71.11594,42.39719,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
15056712,11/17/2015 07:48:55 AM,XX,FRANCESCA AV,,S,104,23F,THEFT FROM MOTOR VEHICLE,-71.11906,42.39884,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
15016604,04/15/2015 07:01:52 AM,XX,FRANCESCA AVE,,S,104,23F,THEFT FROM MOTOR VEHICLE,-71.11906,42.39884,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
8013130,04/19/2008 01:33:00 PM,XX,FRANKLIN ST,,S,12,240,MOTOR VEHICLE THEFT,-71.08351,42.38541,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
10034638,10/13/2010 09:49:00 AM,XX,FRANKLIN ST,,S,12,240,MOTOR VEHICLE THEFT,-71.08351,42.38541,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
9031833,08/27/2009 07:03:00 PM,XX,FREMONT ST,,S,33,220,BURGLARY/BREAKING AND ENTERING,-71.09873,42.39753,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
9031861,08/27/2009 07:03:00 PM,XX,FREMONT ST,,S,33,220,BURGLARY/BREAKING AND ENTERING,-71.09873,42.39753,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
10017707,05/29/2010 08:37:00 PM,XX,FREMONT ST,,S,33,23F,THEFT FROM MOTOR VEHICLE,-71.09873,42.39753,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
12041451,10/14/2012 09:07:00 AM,XX,GIBBENS ST,,S,75,23F,THEFT FROM MOTOR VEHICLE,-71.10498,42.38820,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
7044229,12/06/2007 06:45:00 AM,XX,GLENDALE AVE,,S,124,23F,THEFT FROM MOTOR VEHICLE,-71.12862,42.39935,25,017,350800,1400000US25017350800,25017350800,3508,CT,211545,0
14031347,09/14/2014 08:07:00 PM,XX,GORDON ST,,S,131,240,MOTOR VEHICLE THEFT,-71.12831,42.41221,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
9035530,09/25/2009 09:50:00 AM,XX,GRANDVIEW AVE,,S,48,240,MOTOR VEHICLE THEFT,-71.09507,42.38473,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
11010949,04/01/2011 12:36:00 PM,XX,GRANT ST,,S,37,23F,THEFT FROM MOTOR VEHICLE,-71.09074,42.39246,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
8023387,07/07/2008 07:11:00 PM,XX,GRANT ST,,S,37,220,BURGLARY/BREAKING AND ENTERING,-71.09074,42.39246,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
13027728,07/21/2013 05:35:05 PM,XX,HALL AVE,,S,104,220,BURGLARY/BREAKING AND ENTERING,-71.11991,42.39837,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
7045220,12/14/2007 06:16:00 PM,XX,HAMLET ST,,S,21,23F,THEFT FROM MOTOR VEHICLE,-71.09283,42.38409,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
7027182,07/27/2007 05:22:00 AM,XX,HAROLD ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.10229,42.37643,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
15016551,04/14/2015 09:42:07 PM,XX,HIGH ST,,S,131,23F,THEFT FROM MOTOR VEHICLE,-71.12945,42.40972,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
6015529,05/10/2006 06:56:00 PM,XX,HORACE ST,,,NA,240,MOTOR VEHICLE THEFT,-71.08949,42.37503,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
7003668,02/02/2007 10:17:00 AM,XX,HOWARD ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.12608,42.39781,25,017,350800,1400000US25017350800,25017350800,3508,CT,211545,0
7006141,02/23/2007 09:04:00 AM,XX,JAY ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.12494,42.39880,25,017,350800,1400000US25017350800,25017350800,3508,CT,211545,0
7013061,04/18/2007 02:08:00 PM,XX,KINGSTON ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.12655,42.39705,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
8032286,09/11/2008 04:07:00 AM,XX,LAKE ST,,S,54,23F,THEFT FROM MOTOR VEHICLE,-71.09974,42.38015,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
6015240,05/08/2006 03:14:00 PM,XX,LINCOLN ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.08124,42.38573,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
9043801,11/28/2009 11:57:00 PM,XX,LINCOLN ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.08124,42.38573,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
12047377,11/27/2012 06:21:00 PM,XX,LINCOLN ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.08124,42.38573,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
13009389,03/07/2013 05:22:19 PM,XX,LINDEN AVE,,S,76,220,BURGLARY/BREAKING AND ENTERING,-71.11388,42.38826,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
8005941,02/20/2008 10:31:00 AM,XX,MAIN ST,,S,36,220,BURGLARY/BREAKING AND ENTERING,-71.09806,42.39576,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
8017478,05/24/2008 10:54:00 PM,XX,MARION ST,,S,58,120,ROBBERY,-71.10019,42.37725,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
10017502,05/28/2010 08:51:00 AM,XX,MICHIGAN AVE,,S,6,23F,THEFT FROM MOTOR VEHICLE,-71.08379,42.38819,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
9039919,10/27/2009 11:29:00 AM,XX,MICHIGAN AVE,,S,6,240,MOTOR VEHICLE THEFT,-71.08379,42.38819,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
12007152,02/26/2012 09:16:00 AM,XX,MILTON ST,,S,109,23F,THEFT FROM MOTOR VEHICLE,-71.12349,42.39315,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
7010021,03/25/2007 02:34:00 PM,XX,MORELAND ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09801,42.39696,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
7010945,03/31/2007 08:27:00 PM,XX,MORRISON AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.11205,42.39471,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
17025874,05/03/2017 06:22:23 PM,XX,MT VERNON ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.07946,42.38525,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
5004846,02/12/2005 03:58:00 AM,XX,NORTH ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.13091,42.40654,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
5013076,04/30/2005 02:18:00 AM,XX,NORTH ST,,,NA,120,ROBBERY,-71.13091,42.40654,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
6034909,10/05/2006 07:50:00 AM,XX,NORTH ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.13091,42.40654,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
6018649,06/04/2006 02:39:00 PM,XX,NORTH ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.13091,42.40654,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
8013981,04/26/2008 02:46:00 PM,XX,NORTH ST,,S,132,240,MOTOR VEHICLE THEFT,-71.13091,42.40654,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
5025418,08/08/2005 01:03:00 PM,XX,NORTH ST,,,NA,240,MOTOR VEHICLE THEFT,-71.13091,42.40654,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
8000907,01/08/2008 07:59:00 PM,XX,NORTH ST,,B,132,120,ROBBERY,-71.13091,42.40654,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
11018102,06/04/2011 07:31:00 AM,XX,OTIS ST,,S,10,23F,THEFT FROM MOTOR VEHICLE,-71.08827,42.38740,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
13019511,05/19/2013 10:22:41 PM,XX,PACKARD AVE,,S,120,220,BURGLARY/BREAKING AND ENTERING,-71.12453,42.40303,25,017,350600,1400000US25017350600,25017350600,3506,CT,516247,0
9019318,05/29/2009 04:47:00 PM,XX,PARTRIDGE AVE,,S,66,23F,THEFT FROM MOTOR VEHICLE,-71.10393,42.39359,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
13023376,06/18/2013 08:50:46 AM,XX,PAULINA ST,,S,123,23F,THEFT FROM MOTOR VEHICLE,-71.12495,42.40037,25,017,350500,1400000US25017350500,25017350500,3505,CT,225395,0
8008111,03/10/2008 08:11:00 AM,XX,PAULINA ST,,S,123,23F,THEFT FROM MOTOR VEHICLE,-71.12495,42.40037,25,017,350500,1400000US25017350500,25017350500,3505,CT,225395,0
7004714,02/11/2007 01:13:00 PM,XX,PAULINA ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.12495,42.40037,25,017,350500,1400000US25017350500,25017350500,3505,CT,225395,0
13019618,05/20/2013 07:46:49 PM,XX,PEMBROKE ST,,S,43,220,BURGLARY/BREAKING AND ENTERING,-71.10087,42.39082,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
14004157,02/05/2014 06:00:26 PM,XX,PENNSYLVANIA AVE,,S,7,220,BURGLARY/BREAKING AND ENTERING,-71.08148,42.38780,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
6023365,07/09/2006 10:46:00 PM,XX,PERRY ST,,S,NA,120,ROBBERY,-71.10138,42.37902,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
8045599,12/18/2008 06:23:00 AM,XX,PINCKNEY ST,,S,15,23F,THEFT FROM MOTOR VEHICLE,-71.08248,42.38284,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
7033033,09/08/2007 04:16:00 AM,XX,PINCKNEY ST,,S,15,220,BURGLARY/BREAKING AND ENTERING,-71.08248,42.38284,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
7022311,06/22/2007 08:26:00 AM,XX,PINCKNEY ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.08248,42.38284,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
15042063,08/25/2015 01:43:00 PM,XX,PITMAN ST,,S,79,220,BURGLARY/BREAKING AND ENTERING,-71.10859,42.38423,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
12043457,10/28/2012 08:44:00 AM,XX,PORTER ST,,S,76,23F,THEFT FROM MOTOR VEHICLE,-71.11300,42.38741,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
14015307,05/15/2014 09:01:06 PM,XX,POWDER HOUSE TERR,,S,103,220,BURGLARY/BREAKING AND ENTERING,-71.11737,42.39929,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
7000923,01/08/2007 10:28:00 PM,XX,POWDER HOUSE TERR,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.11737,42.39929,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
13024783,06/28/2013 07:36:50 PM,XX,PURITAN RD,,S,32,240,MOTOR VEHICLE THEFT,-71.08635,42.39611,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
9005231,02/10/2009 12:05:00 PM,XX,PUTNAM RD,,S,32,220,BURGLARY/BREAKING AND ENTERING,-71.08621,42.39686,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
10023162,07/10/2010 04:37:00 AM,XX,ROBINSON ST,,S,67,23F,THEFT FROM MOTOR VEHICLE,-71.10137,42.39221,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
11025236,08/04/2011 09:11:00 AM,XX,RUSH ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.08565,42.38723,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
15048998,10/03/2015 08:53:40 PM,XX,SCHOOL ST,,S,49,220,BURGLARY/BREAKING AND ENTERING,-71.10152,42.38289,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
9031045,08/21/2009 03:06:00 PM,XX,STONE AVE,,S,24,220,BURGLARY/BREAKING AND ENTERING,-71.09544,42.38040,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
5011121,04/12/2005 06:14:00 PM,XX,SUMMIT AVE,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.09575,42.38372,25,017,351300,1400000US25017351300,25017351300,3513,CT,515813,0
17044648,07/22/2017 10:58:51 PM,XX,TEMPLE ST,,S,36,23F,THEFT FROM MOTOR VEHICLE,-71.09287,42.39333,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
16046948,07/31/2016 01:58:46 PM,XX,TEN HILLS RD,,S,32,240,MOTOR VEHICLE THEFT,-71.08597,42.39499,25,017,350103,1400000US25017350103,25017350103,3501.03,CT,891195,227873
12013152,04/08/2012 07:17:00 PM,XX,THORNDIKE ST,,S,114,220,BURGLARY/BREAKING AND ENTERING,-71.12503,42.39778,25,017,350800,1400000US25017350800,25017350800,3508,CT,211545,0
12047589,11/29/2012 01:03:00 AM,XX,UNION SQ,,B,52,120,ROBBERY,-71.09665,42.37998,25,017,351204,1400000US25017351204,25017351204,3512.04,CT,579325,0
9031732,08/27/2009 04:26:00 AM,XX,WALLACE ST,,S,112,220,BURGLARY/BREAKING AND ENTERING,-71.12318,42.39857,25,017,350500,1400000US25017350500,25017350500,3505,CT,225395,0
10034293,10/10/2010 12:41:00 AM,XX,WARNER ST,,S,101,23F,THEFT FROM MOTOR VEHICLE,-71.11559,42.40183,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
15016128,04/12/2015 03:10:44 PM,XX,WATERHOUSE ST,,S,134,23F,THEFT FROM MOTOR VEHICLE,-71.13210,42.40547,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
11010993,04/01/2011 06:51:00 PM,XX,WEBSTER AVE,,S,28,23F,THEFT FROM MOTOR VEHICLE,-71.09599,42.37855,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
10032853,09/28/2010 01:55:00 AM,XX,WEBSTER ST,,S,12,23F,THEFT FROM MOTOR VEHICLE,-71.08481,42.38560,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
7032130,09/01/2007 10:44:00 AM,XX,WEBSTER ST,,S,12,220,BURGLARY/BREAKING AND ENTERING,-71.08481,42.38560,25,017,351403,1400000US25017351403,25017351403,3514.03,CT,367182,0
7034070,09/15/2007 07:47:00 PM,XX,WHEATLAND ST,,S,37,23F,THEFT FROM MOTOR VEHICLE,-71.09018,42.39193,25,017,350104,1400000US25017350104,25017350104,3501.04,CT,917458,1616
12046822,11/23/2012 07:57:00 AM,XX,WILLOUGHBY ST,,S,44,23F,THEFT FROM MOTOR VEHICLE,-71.10202,42.38976,25,017,351100,1400000US25017351100,25017351100,3511,CT,682663,0
5021324,07/06/2005 05:05:00 PM,XX,WILTON ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.10626,42.39474,25,017,350300,1400000US25017350300,25017350300,3503,CT,398110,0
15048412,09/30/2015 08:43:15 AM,XX,WINDOM ST,,S,95,23F,THEFT FROM MOTOR VEHICLE,-71.12017,42.39306,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
6016191,05/16/2006 04:10:00 PM,XX,WINTER ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.12238,42.39715,25,017,350500,1400000US25017350500,25017350500,3505,CT,225395,0
5019444,06/21/2005 11:49:00 AM,XX,WYATT ST,,,NA,240,MOTOR VEHICLE THEFT,-71.10119,42.37688,25,017,351203,1400000US25017351203,25017351203,3512.03,CT,407690,0
10037931,11/13/2010 11:08:00 AM,24XX,MARSHALL ST,,S,40,23F,THEFT FROM MOTOR VEHICLE,-71.09320,42.39143,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
10042194,12/24/2010 03:41:00 PM,24.XX,MARSHALL ST,,S,40,23F,THEFT FROM MOTOR VEHICLE,-71.09320,42.39143,25,017,350200,1400000US25017350200,25017350200,3502,CT,683707,0
14003366,01/30/2014 03:07:55 PM,2XX,ELM ST,,S,107,220,BURGLARY/BREAKING AND ENTERING,-71.12183,42.39511,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
8009905,03/24/2008 03:23:00 PM,2XX,ELM ST,,S,107,23F,THEFT FROM MOTOR VEHICLE,-71.12183,42.39511,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
8016870,05/20/2008 09:50:00 AM,2XX,HIGHLAND AVE,,S,73,23F,THEFT FROM MOTOR VEHICLE,-71.10943,42.39081,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
12001105,01/10/2012 12:54:00 PM,2XX,PEARL ST,,S,42,220,BURGLARY/BREAKING AND ENTERING,-71.09481,42.38780,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
17040209,07/03/2017 05:36:08 PM,2XX,PEARL ST,,S,42,220,BURGLARY/BREAKING AND ENTERING,-71.09481,42.38780,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
10018776,06/06/2010 05:02:00 PM,2XX,PEARL ST,,S,42,220,BURGLARY/BREAKING AND ENTERING,-71.09481,42.38780,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
5007999,03/14/2005 05:58:00 AM,2XX,PEARL ST,,,NA,240,MOTOR VEHICLE THEFT,-71.09481,42.38780,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
12001103,01/10/2012 12:38:00 PM,2XX,PEARL ST,,S,42,220,BURGLARY/BREAKING AND ENTERING,-71.09481,42.38780,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
8021510,06/23/2008 08:52:00 PM,2XX,PEARL ST,,S,42,23F,THEFT FROM MOTOR VEHICLE,-71.09481,42.38780,25,017,351404,1400000US25017351404,25017351404,3514.04,CT,418512,0
9040036,10/28/2009 02:08:00 PM,24XX,ELM ST,,S,107,220,BURGLARY/BREAKING AND ENTERING,-71.12188,42.39518,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
10020195,06/17/2010 06:38:00 PM,24XX,ELM ST,,S,107,220,BURGLARY/BREAKING AND ENTERING,-71.12188,42.39518,25,017,350900,1400000US25017350900,25017350900,3509,CT,421685,0
7043322,11/27/2007 02:18:00 PM,2XX,POWDER HOUSE BLVD,,S,127,23F,THEFT FROM MOTOR VEHICLE,-71.12968,42.40718,25,017,350700,1400000US25017350700,25017350700,3507,CT,783926,29493
11022946,07/16/2011 09:53:00 AM,2XX,SUMMER ST,,S,72,240,MOTOR VEHICLE THEFT,-71.11218,42.38956,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
11022943,07/16/2011 09:05:00 AM,2XX,SUMMER ST,,S,72,23F,THEFT FROM MOTOR VEHICLE,-71.11218,42.38956,25,017,351000,1400000US25017351000,25017351000,3510,CT,668313,0
5021957,07/12/2005 03:11:00 AM,2XX,WASHINGTON ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09368,42.37961,25,017,351500,1400000US25017351500,25017351500,3515,CT,1388605,0
10038571,11/18/2010 08:24:00 PM,2XX,CEDAR ST,,S,88,220,BURGLARY/BREAKING AND ENTERING,-71.10966,42.39616,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
7034091,09/15/2007 10:36:00 PM,2XX,CEDAR ST,,S,88,120,ROBBERY,-71.10966,42.39616,25,017,350400,1400000US25017350400,25017350400,3504,CT,600540,0
