incnum,dtreported,stnum,stname1,stname2,loctype,ra,offensecode,offense,X,Y
9042117,11/14/2009 09:36:00 AM,1XX,GOV WINTHROP RD,,S,31,23F,THEFT FROM MOTOR VEHICLE,-71.088857,42.397145
10009450,03/25/2010 09:24:00 PM,1XX,ORCHARD ST,,S,108,220,BURGLARY/BREAKING AND ENTERING,-71.124537,42.394585
15021931,05/13/2015 09:00:25 PM,1XX,CENTRAL ST,,S,43,220,BURGLARY/BREAKING AND ENTERING,-71.101086,42.391642
6042682,12/11/2006 04:17:00 PM,1XX,CROSS ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.089665,42.383608
6012470,04/15/2006 07:17:00 PM,1XX,ELM ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.117783,42.390494
9030462,08/16/2009 01:47:00 PM,1XX,GOV WINTHROP RD,,S,31,23F,THEFT FROM MOTOR VEHICLE,-71.088752,42.397223
16055923,09/05/2016 01:24:08 PM,1XX,GOV WINTHROP RD,,S,32,23F,THEFT FROM MOTOR VEHICLE,-71.088752,42.397223
7044352,12/07/2007 08:15:00 AM,1XX,HEATH ST,,S,33,220,BURGLARY/BREAKING AND ENTERING,-71.097296,42.396166
12026465,07/09/2012 01:13:00 PM,1XX,HILLSDALE RD,,S,126,23F,THEFT FROM MOTOR VEHICLE,-71.126679,42.408619
8026452,07/30/2008 07:08:00 AM,1XX,HUDSON ST,,S,70,23F,THEFT FROM MOTOR VEHICLE,-71.109025,42.39146
9036545,10/02/2009 04:49:00 PM,1XX,HUDSON ST,,S,70,220,BURGLARY/BREAKING AND ENTERING,-71.109025,42.39146
9019870,06/02/2009 08:24:00 AM,1XX,HUDSON ST,,S,70,240,MOTOR VEHICLE THEFT,-71.109025,42.39146
6024150,07/16/2006 03:15:00 AM,1XX,JOSEPHINE AVE,,S,NA,240,MOTOR VEHICLE THEFT,-71.112815,42.398551
6016043,05/15/2006 12:44:00 PM,1XX,JOSEPHINE AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.112815,42.398551
8024636,07/16/2008 07:16:00 PM,1XX,NORTH ST,,S,126,240,MOTOR VEHICLE THEFT,-71.128657,42.409724
13044787,12/04/2013 03:13:34 PM,1XX,PEARSON RD,,S,101,23F,THEFT FROM MOTOR VEHICLE,-71.115546,42.403634
12022411,06/12/2012 08:19:00 AM,1XX,PEARSON RD,,S,101,23F,THEFT FROM MOTOR VEHICLE,-71.115546,42.403634
5028475,09/01/2005 07:07:00 PM,1XX,SHORE DR,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.085778,42.398685
8043482,12/01/2008 07:46:00 AM,1XX,SHORE DR,,S,34,23F,THEFT FROM MOTOR VEHICLE,-71.085778,42.398685
6037225,10/25/2006 10:31:00 AM,1XX,SUMMER ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1034,42.385492
6040492,11/21/2006 02:08:00 PM,1XX,SUMMER ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.1034,42.385492
5033492,10/11/2005 07:32:00 PM,1XX,SUMMER ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.1034,42.385492
11031847,09/27/2011 09:47:00 AM,12XX,BROADWAY,,S,128,240,MOTOR VEHICLE THEFT,-71.130491,42.405414
7014368,04/28/2007 09:35:00 AM,12XX,BROADWAY,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.130491,42.405414
6033318,09/22/2006 07:43:00 PM,12XX,BROADWAY,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.130568,42.405471
6006792,03/01/2006 05:24:00 PM,1XX,GOV WINTHROP RD,,,NA,240,MOTOR VEHICLE THEFT,-71.088891,42.397171
13039717,10/21/2013 06:40:16 PM,1XX,HILLSDALE RD,,S,126,220,BURGLARY/BREAKING AND ENTERING,-71.12656,42.408548
6006419,02/26/2006 11:43:00 AM,1XX,ORCHARD ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.124632,42.394663
13004563,02/01/2013 11:27:00 AM,1XX,ROGERS AVE,,S,85,23F,THEFT FROM MOTOR VEHICLE,-71.112191,42.398427
7017769,05/23/2007 03:29:00 PM,12XX,BROADWAY,,S,NA,240,MOTOR VEHICLE THEFT,-71.130806,42.405491
11039644,11/20/2011 12:56:00 AM,1XX,BROADWAY,,B,6,220,BURGLARY/BREAKING AND ENTERING,-71.084069,42.387959
15002830,01/21/2015 07:40:32 AM,1XX,CROSS ST,,S,13,220,BURGLARY/BREAKING AND ENTERING,-71.089719,42.383523
5025135,08/06/2005 03:46:00 AM,1XX,ELM ST,,,NA,240,MOTOR VEHICLE THEFT,-71.117881,42.390588
10009134,03/23/2010 08:33:00 AM,1XX,GLEN ST,,S,16,220,BURGLARY/BREAKING AND ENTERING,-71.086892,42.383846
9007885,03/04/2009 12:44:00 PM,1XX,GOV WINTHROP RD,,S,31,23F,THEFT FROM MOTOR VEHICLE,-71.088785,42.397248
17044031,07/20/2017 09:02:36 AM,1XX,GOV WINTHROP RD,,S,32,23F,THEFT FROM MOTOR VEHICLE,-71.088785,42.397248
14044102,12/14/2014 02:13:11 AM,1XX,HIGHLAND  AVE,,S,85,240,MOTOR VEHICLE THEFT,-71.101316,42.387768
7020264,06/08/2007 08:12:00 PM,1XX,HIGHLAND AVE,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.101316,42.387768
8043006,11/27/2008 12:10:00 AM,1XX,PERKINS ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.081897,42.385338
15032768,07/10/2015 09:49:54 PM,1XX,PERKINS ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.081897,42.385338
13002514,01/18/2013 07:10:00 AM,1XX,PERKINS ST,,S,11,23F,THEFT FROM MOTOR VEHICLE,-71.081897,42.385338
13042596,11/13/2013 09:38:42 PM,1XX,SHORE DR,,S,34,23F,THEFT FROM MOTOR VEHICLE,-71.085671,42.398625
13016860,05/01/2013 08:12:24 AM,1XX,SUMMER ST,,S,46,240,MOTOR VEHICLE THEFT,-71.103609,42.385565
16033379,06/07/2016 09:06:02 AM,1XX,SYCAMORE ST,,S,39,23F,THEFT FROM MOTOR VEHICLE,-71.098256,42.392752
12001971,01/17/2012 10:25:00 AM,1XX,SYCAMORE ST,,S,39,23F,THEFT FROM MOTOR VEHICLE,-71.098256,42.392752
5041165,12/15/2005 09:31:00 PM,1XX,SYCAMORE ST,,,NA,240,MOTOR VEHICLE THEFT,-71.098256,42.392752
8022146,06/28/2008 02:40:00 PM,1XX,SYCAMORE ST,,,39,23F,THEFT FROM MOTOR VEHICLE,-71.098256,42.392752
6040393,11/20/2006 02:44:00 PM,12XX,BROADWAY,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.130874,42.405677
6040370,11/20/2006 12:09:00 PM,12XX,BROADWAY,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.130919,42.405696
6030099,08/30/2006 12:30:00 AM,12XX,BROADWAY,,S,NA,120,ROBBERY,-71.130919,42.405696
10024436,07/21/2010 02:22:00 PM,12XX,BROADWAY,,S,134,220,BURGLARY/BREAKING AND ENTERING,-71.131015,42.405611
15008425,02/24/2015 03:45:39 AM,1XX,KILBY STREET,,S,55,120,ROBBERY,-71.099134,42.380951
9039161,10/21/2009 07:21:00 PM,XX,ALLEN ST,,S,25,220,BURGLARY/BREAKING AND ENTERING,-71.093194,42.378449
16044305,07/20/2016 03:03:19 PM,XX,ALLEN ST,,S,25,23F,THEFT FROM MOTOR VEHICLE,-71.093194,42.378449
14001463,01/13/2014 09:44:20 PM,XX,ALLEN ST,,S,25,220,BURGLARY/BREAKING AND ENTERING,-71.093194,42.378449
12022634,06/13/2012 03:08:00 PM,XX,ALSTON ST,,S,18,23F,THEFT FROM MOTOR VEHICLE,-71.090042,42.382195
10007683,03/12/2010 08:32:00 AM,XX,ARLINGTON ST,,S,11,23F,THEFT FROM MOTOR VEHICLE,-71.081977,42.386008
10038057,11/14/2010 10:23:00 AM,XX,BARTLETT ST,,S,67,23F,THEFT FROM MOTOR VEHICLE,-71.103031,42.392329
13023566,06/19/2013 04:24:03 PM,XX,BOLTON ST,,S,28,23F,THEFT FROM MOTOR VEHICLE,-71.09772,42.37579
6025211,07/23/2006 12:04:00 PM,XX,BUCKINGHAM ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.103564,42.376178
10037610,11/09/2010 07:42:00 PM,XX,BUCKINGHAM ST,,S,60,220,BURGLARY/BREAKING AND ENTERING,-71.103564,42.376178
7006586,02/27/2007 09:59:00 AM,XX,CHARNWOOD RD,,S,NA,240,MOTOR VEHICLE THEFT,-71.117175,42.393049
10009489,03/26/2010 09:17:00 AM,XX,CHARNWOOD RD,,S,96,23F,THEFT FROM MOTOR VEHICLE,-71.117175,42.393049
15029005,06/21/2015 01:39:33 AM,XX,CLYDE ST,,S,68,23F,THEFT FROM MOTOR VEHICLE,-71.109737,42.394946
15049898,10/09/2015 09:33:22 AM,XX,COTTAGE AV,,S,107,240,MOTOR VEHICLE THEFT,-71.121933,42.393838
13027288,07/18/2013 01:17:47 AM,XX,COTTAGE AVE,,S,107,120,ROBBERY,-71.121933,42.393838
10007392,03/09/2010 05:15:00 PM,XX,COTTAGE AVE,,S,107,220,BURGLARY/BREAKING AND ENTERING,-71.121933,42.393838
12042492,10/21/2012 01:49:00 PM,XX,COTTAGE AVE,,S,107,23F,THEFT FROM MOTOR VEHICLE,-71.121933,42.393838
16047732,08/03/2016 11:09:18 PM,XX,CRAIGIE ST,,I,78,120,ROBBERY,-71.112538,42.385596
11013617,04/26/2011 08:17:00 AM,XX,CUTTER ST,,S,11,23F,THEFT FROM MOTOR VEHICLE,-71.083862,42.386808
12041450,10/14/2012 08:37:00 AM,XX,CUTTER ST,,S,11,23F,THEFT FROM MOTOR VEHICLE,-71.083862,42.386808
7022644,06/24/2007 11:58:00 AM,XX,DARTMOUTH ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.097296,42.390489
15024423,05/27/2015 05:29:15 PM,XX,DELL ST,,S,16,220,BURGLARY/BREAKING AND ENTERING,-71.087906,42.38287
7026674,07/23/2007 06:58:00 PM,XX,DICKINSON ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.100313,42.375762
11008269,03/08/2011 12:56:00 AM,XX,DIRENZO TERR,,S,67,240,MOTOR VEHICLE THEFT,-71.101919,42.391458
6012729,04/17/2006 10:40:00 PM,XX,EDMANDS ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.088721,42.389615
10005996,02/26/2010 06:43:00 AM,XX,ELLSWORTH ST,,S,11,23F,THEFT FROM MOTOR VEHICLE,-71.086167,42.386842
14044885,12/18/2014 11:45:59 PM,XX,ELLSWORTH ST,,S,11,23F,THEFT FROM MOTOR VEHICLE,-71.086167,42.386842
11040062,11/23/2011 01:18:00 AM,XX,ELM ST,,B,76,220,BURGLARY/BREAKING AND ENTERING,-71.113775,42.386147
6004614,02/10/2006 11:50:00 PM,XX,ELM ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.113775,42.386147
8005837,02/19/2008 04:13:00 PM,XX,ELMWOOD ST,,S,125,240,MOTOR VEHICLE THEFT,-71.126171,42.400085
11011411,04/06/2011 11:00:00 AM,XX,ELMWOOD ST,,S,125,220,BURGLARY/BREAKING AND ENTERING,-71.126171,42.400085
11008239,03/07/2011 06:42:00 PM,XX,ELMWOOD ST,,S,125,240,MOTOR VEHICLE THEFT,-71.126171,42.400085
11014626,05/04/2011 07:41:00 PM,XX,ELMWOOD ST,,S,125,240,MOTOR VEHICLE THEFT,-71.126171,42.400085
16000455,01/03/2016 10:20:46 PM,XX,EVERETT AV,,S,10,220,BURGLARY/BREAKING AND ENTERING,-71.087737,42.386615
11017210,05/27/2011 05:28:00 PM,XX,FLINT ST,,S,14,23F,THEFT FROM MOTOR VEHICLE,-71.085471,42.383953
13044782,12/04/2013 12:55:49 PM,XX,FOUNTAIN AVE,,S,16,220,BURGLARY/BREAKING AND ENTERING,-71.089248,42.383545
5020814,07/02/2005 11:27:00 AM,XX,GARRISON AVE,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.130724,42.405004
9040865,11/03/2009 10:00:00 PM,XX,GLENDALE AVE,,S,124,220,BURGLARY/BREAKING AND ENTERING,-71.128395,42.399356
10014620,05/07/2010 11:56:00 AM,XX,GOV WINTHROP RD,,S,32,240,MOTOR VEHICLE THEFT,-71.085835,42.395035
12026807,07/11/2012 10:37:00 AM,XX,HALL ST,,S,97,220,BURGLARY/BREAKING AND ENTERING,-71.113352,42.391263
8001778,01/15/2008 11:07:00 AM,XX,HALL ST,,S,97,23F,THEFT FROM MOTOR VEHICLE,-71.113352,42.391263
15000842,01/07/2015 11:02:51 AM,XX,HANSON AVE,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.105391,42.37929
12005403,02/13/2012 10:48:00 AM,XX,HANSON AVE,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.105391,42.37929
15000841,01/07/2015 10:59:00 AM,XX,HANSON AVE,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.105391,42.37929
5013506,05/03/2005 12:29:00 PM,XX,HENRY AVE,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.11605,42.39395
11034207,10/14/2011 07:36:00 AM,XX,HOUGHTON ST,,S,29,23F,THEFT FROM MOTOR VEHICLE,-71.098019,42.374628
11033321,10/07/2011 07:10:00 PM,XX,HOWE ST,,S,41,220,BURGLARY/BREAKING AND ENTERING,-71.095114,42.389637
6042972,12/13/2006 11:45:00 PM,XX,HOWE ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.095114,42.389637
16076323,12/04/2016 08:23:07 AM,XX,JOSEPH ST,,S,58,23F,THEFT FROM MOTOR VEHICLE,-71.097522,42.377483
6000772,01/07/2006 10:16:00 PM,XX,JOY ST,,,NA,240,MOTOR VEHICLE THEFT,-71.088275,42.380246
14021048,06/28/2014 01:24:39 PM,XX,JOY ST,,S,26,240,MOTOR VEHICLE THEFT,-71.088275,42.380246
12018983,05/19/2012 04:23:00 PM,XX,KENSINGTON AVE,,S,5,240,MOTOR VEHICLE THEFT,-71.08702,42.389688
12011824,03/30/2012 12:54:00 PM,XX,KNAPP ST,,S,49,220,BURGLARY/BREAKING AND ENTERING,-71.10184,42.382659
13041523,11/04/2013 09:14:06 PM,XX,KNOWLTON ST,,S,16,220,BURGLARY/BREAKING AND ENTERING,-71.087339,42.381457
11004660,02/03/2011 11:30:00 AM,XX,KNOWLTON ST,,S,16,220,BURGLARY/BREAKING AND ENTERING,-71.087339,42.381457
6031406,09/08/2006 03:44:00 PM,XX,KNOWLTON ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.087339,42.381457
10040303,12/06/2010 04:19:00 PM,XX,KNOWLTON ST,,S,16,220,BURGLARY/BREAKING AND ENTERING,-71.087339,42.381457
16049924,08/13/2016 10:16:31 PM,XX,LAKE ST,,S,137,120,ROBBERY,-71.098661,42.380126
16026523,05/10/2016 11:01:03 PM,XX,LANGMAID AV,,S,36,120,ROBBERY,-71.09387,42.393127
9027990,07/29/2009 08:41:00 PM,XX,LANGMAID AVE,,S,36,220,BURGLARY/BREAKING AND ENTERING,-71.09387,42.393127
6033459,09/23/2006 09:49:00 PM,XX,LEE ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.099542,42.389955
13041343,11/03/2013 10:51:59 AM,XX,LINDEN AVE,,S,76,23F,THEFT FROM MOTOR VEHICLE,-71.114126,42.387655
6008944,03/19/2006 04:38:00 AM,XX,MCGRATH HWY,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.082397,42.37403
8011123,04/03/2008 08:20:00 AM,XX,MCGRATH HWY,,B,26,23F,THEFT FROM MOTOR VEHICLE,-71.082397,42.37403
14007303,03/07/2014 07:33:12 PM,XX,MCGRATH HWY,,B,26,240,MOTOR VEHICLE THEFT,-71.082397,42.37403
10002005,01/20/2010 02:23:00 PM,XX,MCGRATH HWY,,B,26,240,MOTOR VEHICLE THEFT,-71.082397,42.37403
7040044,10/29/2007 05:48:00 PM,XX,MCGRATH HWY,,B,26,23F,THEFT FROM MOTOR VEHICLE,-71.082397,42.37403
14026921,08/12/2014 05:15:13 PM,XX,MELVIN ST,,S,8,23F,THEFT FROM MOTOR VEHICLE,-71.089478,42.389929
10019363,06/11/2010 08:19:00 AM,XX,MONMOUTH ST,,S,80,23F,THEFT FROM MOTOR VEHICLE,-71.10582,42.385415
11010504,03/28/2011 03:47:00 PM,XX,MORTIMER PL,,S,42,220,BURGLARY/BREAKING AND ENTERING,-71.094189,42.390421
14017597,06/02/2014 10:50:12 AM,XX,MT VERNON ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.079215,42.385793
14002908,01/26/2014 04:58:01 PM,XX,MT VERNON ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.079215,42.385793
12023699,06/20/2012 04:29:00 PM,XX,PARK AVE,,S,113,220,BURGLARY/BREAKING AND ENTERING,-71.122593,42.398052
15039894,08/14/2015 09:34:10 PM,XX,PETERSON TER,,S,76,220,BURGLARY/BREAKING AND ENTERING,-71.112022,42.388758
7004409,02/08/2007 08:20:00 PM,XX,PLEASANT AVE,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.095159,42.384245
10032750,09/27/2010 07:32:00 AM,XX,PLEASANT AVE,,S,48,23F,THEFT FROM MOTOR VEHICLE,-71.095159,42.384245
10034317,10/10/2010 10:18:00 AM,XX,PORTER ST,,S,77,220,BURGLARY/BREAKING AND ENTERING,-71.113262,42.386749
8041954,11/19/2008 07:07:00 AM,XX,SCHOOL ST,,S,50,23F,THEFT FROM MOTOR VEHICLE,-71.101612,42.3825
7023912,07/03/2007 04:51:00 PM,XX,SPRING ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.109056,42.384434
9009160,03/14/2009 01:33:00 PM,XX,SPRING ST,,S,79,240,MOTOR VEHICLE THEFT,-71.109056,42.384434
14030912,09/11/2014 10:54:52 AM,XX,SPRING ST,,S,79,23F,THEFT FROM MOTOR VEHICLE,-71.109056,42.384434
6019367,06/10/2006 02:06:00 PM,XX,SPRING ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.109056,42.384434
9037852,10/12/2009 03:23:00 PM,XX,TUFTS ST,,S,16,220,BURGLARY/BREAKING AND ENTERING,-71.087739,42.381292
7036341,10/01/2007 02:18:00 PM,XX,TUFTS ST,,S,16,220,BURGLARY/BREAKING AND ENTERING,-71.087739,42.381292
12003124,01/26/2012 08:05:00 PM,XX,TUFTS ST,,S,16,220,BURGLARY/BREAKING AND ENTERING,-71.087739,42.381292
8034357,09/25/2008 10:37:00 AM,XX,UPLAND RD,,S,126,220,BURGLARY/BREAKING AND ENTERING,-71.12384,42.409097
5041512,12/18/2005 11:15:00 PM,XX,VERNON ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.101889,42.391361
6030989,09/05/2006 02:53:00 PM,XX,WALNUT RD,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.091961,42.390315
8011180,04/03/2008 05:28:00 PM,XX,WARREN AVE,,S,22,23F,THEFT FROM MOTOR VEHICLE,-71.096704,42.380281
12046284,11/18/2012 11:06:00 AM,XX,WARREN AVE,,S,22,23F,THEFT FROM MOTOR VEHICLE,-71.096704,42.380281
6029474,08/25/2006 05:34:00 AM,XX,WARWICK ST,,S,NA,120,ROBBERY,-71.110296,42.39428
10031782,09/19/2010 06:27:00 AM,XX,WARWICK ST,,S,68,220,BURGLARY/BREAKING AND ENTERING,-71.110296,42.39428
5004735,02/11/2005 08:52:00 AM,XX,WESLEY PK,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.097654,42.381772
14039445,11/08/2014 08:14:39 PM,XX,WESLEY ST,,S,9,240,MOTOR VEHICLE THEFT,-71.091224,42.386992
9007667,03/02/2009 05:39:00 PM,XX,WESLEY ST,,S,9,240,MOTOR VEHICLE THEFT,-71.091224,42.386992
13043066,11/18/2013 09:41:32 AM,XX,WHEELER ST,,S,12,23F,THEFT FROM MOTOR VEHICLE,-71.080535,42.384208
9003970,01/31/2009 10:16:00 AM,XX,WILSON AVE,,S,85,220,BURGLARY/BREAKING AND ENTERING,-71.108765,42.398601
11032687,10/03/2011 12:28:00 PM,13XX,WARREN AVE,,S,22,220,BURGLARY/BREAKING AND ENTERING,-71.0961279,42.3807796
11031048,09/20/2011 05:04:00 PM,13XX,WARREN AVE,,S,22,220,BURGLARY/BREAKING AND ENTERING,-71.0961279,42.3807796
12005316,02/12/2012 06:33:00 PM,1XX,BROADWAY,,B,11,220,BURGLARY/BREAKING AND ENTERING,-71.084384,42.387835
11029757,09/10/2011 04:07:00 PM,1XX,CENTRAL ST,,S,67,240,MOTOR VEHICLE THEFT,-71.101175,42.391754
8000509,01/05/2008 01:16:00 PM,1XX,COLLEGE AVE,,S,113,23F,THEFT FROM MOTOR VEHICLE,-71.11723,42.400639
8020821,06/18/2008 07:22:00 PM,1XX,HIGHLAND AVE,,S,46,23F,THEFT FROM MOTOR VEHICLE,-71.101414,42.387681
10036921,11/02/2010 08:24:00 PM,1XX,JOSEPHINE AVE,,S,84,220,BURGLARY/BREAKING AND ENTERING,-71.112926,42.398632
17001851,01/10/2017 08:39:29 AM,1XX,PEARSON RD,,S,101,23F,THEFT FROM MOTOR VEHICLE,-71.11571,42.403722
6042370,12/08/2006 05:01:00 PM,1XX,POWDER HOUSE BLVD,,S,NA,240,MOTOR VEHICLE THEFT,-71.123811,42.404533
11024763,07/31/2011 04:36:00 PM,1XX,ROGERS AVE,,S,85,23F,THEFT FROM MOTOR VEHICLE,-71.112169,42.398457
9011941,04/07/2009 12:17:00 AM,1XX,ROGERS AVE,,S,85,220,BURGLARY/BREAKING AND ENTERING,-71.112169,42.398457
11004500,02/01/2011 10:08:00 PM,1XX,SYCAMORE ST,,S,41,23F,THEFT FROM MOTOR VEHICLE,-71.098468,42.392688
7014834,04/15/2007 04:19:00 PM,1XX,SYCAMORE ST,,S,NA,120,ROBBERY,-71.098468,42.392688
11011621,04/08/2011 06:20:00 AM,1XX,TEN HILLS RD,,S,31,23F,THEFT FROM MOTOR VEHICLE,-71.087349,42.398573
5014153,05/09/2005 10:44:00 AM,1XX,WILLOW AVE,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.116088,42.395268
9038992,10/20/2009 07:08:00 PM,1XX,WILLOW AVE,,S,89,220,BURGLARY/BREAKING AND ENTERING,-71.116088,42.395268
13017891,05/08/2013 11:10:33 AM,13XX,BROADWAY,,S,128,23F,THEFT FROM MOTOR VEHICLE,-71.131352,42.405902
16072836,11/17/2016 11:55:29 AM,1XX,BROADWAY,,B,6,220,BURGLARY/BREAKING AND ENTERING,-71.084179,42.388007
11010592,03/29/2011 02:59:00 PM,1XX,CENTRAL ST,,S,43,220,BURGLARY/BREAKING AND ENTERING,-71.100914,42.391894
10034284,10/09/2010 11:46:00 PM,1XX,CENTRAL ST,,S,43,220,BURGLARY/BREAKING AND ENTERING,-71.100914,42.391894
10033909,10/06/2010 04:37:00 PM,1XX,HILLSDALE RD,,S,126,220,BURGLARY/BREAKING AND ENTERING,-71.126773,42.408469
16030407,05/26/2016 10:37:29 AM,1XX,NORTH ST,,S,126,23F,THEFT FROM MOTOR VEHICLE,-71.128583,42.409838
7026695,07/23/2007 10:12:00 PM,1XX,ORCHARD ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.124474,42.394698
17045670,07/27/2017 10:41:43 AM,1XX,ORCHARD ST,,S,108,220,BURGLARY/BREAKING AND ENTERING,-71.124474,42.394698
6037474,10/27/2006 12:55:00 PM,1XX,ORCHARD ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.124474,42.394698
5038897,11/25/2005 09:56:00 PM,1XX,ORCHARD ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.124474,42.394698
6011992,04/11/2006 08:49:00 PM,1XX,ORCHARD ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.124474,42.394698
7004533,02/09/2007 08:23:00 PM,1XX,ORCHARD ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.124474,42.394698
5032689,10/05/2005 03:20:00 PM,1XX,ORCHARD ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.124474,42.394698
14046473,12/31/2014 05:40:28 PM,1XX,ORCHARD ST,,S,108,220,BURGLARY/BREAKING AND ENTERING,-71.124474,42.394698
9003356,01/26/2009 09:40:00 PM,1XX,ORCHARD ST,,S,108,220,BURGLARY/BREAKING AND ENTERING,-71.124474,42.394698
5006049,02/23/2005 10:58:00 PM,1XX,ORCHARD ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.124474,42.394698
6004026,02/05/2006 10:29:00 PM,XX,BROADWAY,,,NA,120,ROBBERY,-71.078078,42.385883
9043098,11/21/2009 09:27:00 PM,1XX,ORCHARD ST,,S,108,240,MOTOR VEHICLE THEFT,-71.124474,42.394698
11002399,01/20/2011 05:54:00 PM,1XX,WALNUT ST,,S,9,220,BURGLARY/BREAKING AND ENTERING,-71.092722,42.388146
12047173,11/26/2012 12:37:00 PM,1XX,WALNUT ST,,S,9,23F,THEFT FROM MOTOR VEHICLE,-71.092722,42.388146
5024883,08/04/2005 08:37:00 AM,13XX,BROADWAY,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.131475,42.40583
5011828,04/19/2005 10:56:00 AM,13XX,BROADWAY,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.131475,42.40583
12005994,02/17/2012 09:33:00 AM,13XX,BROADWAY,,S,134,23F,THEFT FROM MOTOR VEHICLE,-71.131475,42.40583
13037596,10/03/2013 10:15:50 AM,1XX,BOSTON AVE,,S,85,23F,THEFT FROM MOTOR VEHICLE,-71.110716,42.398539
13011943,03/27/2013 12:47:29 PM,1XX,CENTRAL ST,,S,67,240,MOTOR VEHICLE THEFT,-71.101132,42.391817
11015015,05/08/2011 04:59:00 AM,1XX,CENTRAL ST,,S,67,23F,THEFT FROM MOTOR VEHICLE,-71.101132,42.391817
8033536,09/19/2008 10:13:00 AM,1XX,COLLEGE AVE,,S,110,220,BURGLARY/BREAKING AND ENTERING,-71.11723,42.400651
7031835,08/30/2007 09:20:00 AM,1XX,HEATH ST,,S,36,23F,THEFT FROM MOTOR VEHICLE,-71.097441,42.396112
15001081,01/08/2015 11:41:01 PM,1XX,HEATH ST,,S,36,23F,THEFT FROM MOTOR VEHICLE,-71.097441,42.396112
9027094,07/23/2009 05:40:00 PM,1XX,HEATH ST,,S,36,220,BURGLARY/BREAKING AND ENTERING,-71.097441,42.396112
11000826,01/09/2011 03:05:00 PM,1XX,HIGHLAND RD,,S,85,23F,THEFT FROM MOTOR VEHICLE,-71.111677,42.397916
5015222,05/18/2005 07:55:00 AM,1XX,MIDDLESEX AVE,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.08382,42.395148
5000052,01/01/2005 12:41:00 PM,1XX,MORRISON AVE,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.116846,42.396071
7029229,08/11/2007 09:46:00 PM,1XX,SUMMER ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.104172,42.385644
7021186,06/14/2007 05:31:00 PM,1XX,WALNUT ST,,S,NA,120,ROBBERY,-71.092687,42.388437
5032506,10/04/2005 02:13:00 AM,13XX,BROADWAY,,,NA,120,ROBBERY,-71.131691,42.405932
11031882,09/26/2011 03:26:00 PM,13XX,WARREN AVE,,S,22,23F,THEFT FROM MOTOR VEHICLE,-71.096704,42.380281
