incnum,dtreported,stnum,stname1,stname2,loctype,ra,offensecode,offense,X,Y
14023875,07/21/2014 02:10:49 AM,XX,NEVADA AVE,,S,53,23F,THEFT FROM MOTOR VEHICLE,-71.104977,42.38042
16046096,07/27/2016 11:02:41 PM,XX,NEWBURY ST,,S,122,220,BURGLARY/BREAKING AND ENTERING,-71.127409,42.402647
7024868,07/10/2007 04:47:00 PM,XX,NORWOOD AVE,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.103055,42.395856
9039652,10/25/2009 11:26:00 AM,XX,OTIS ST,,S,10,23F,THEFT FROM MOTOR VEHICLE,-71.087609,42.387185
5009241,03/25/2005 09:34:00 PM,XX,PEARSON AVE,,,NA,120,ROBBERY,-71.112534,42.395288
17013302,03/03/2017 10:22:14 AM,XX,PENNSYLVANIA AV,,S,7,23F,THEFT FROM MOTOR VEHICLE,-71.081461,42.387408
7001265,01/11/2007 10:34:00 PM,XX,PENNSYLVANIA AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.081461,42.387408
7039614,10/26/2007 03:27:00 PM,XX,PLEASANT AVE,,S,48,23F,THEFT FROM MOTOR VEHICLE,-71.095193,42.384135
7008255,03/12/2007 05:49:00 PM,XX,PRESCOTT ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09958,42.38404
6040053,11/17/2006 03:21:00 PM,XX,PRESCOTT ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.09958,42.38404
16051143,08/18/2016 06:33:57 PM,XX,PRESCOTT ST,,S,47,220,BURGLARY/BREAKING AND ENTERING,-71.09958,42.38404
10042007,12/22/2010 05:54:00 PM,XX,PRESCOTT ST,,S,47,220,BURGLARY/BREAKING AND ENTERING,-71.09958,42.38404
10029050,08/28/2010 10:49:00 AM,XX,PROSPECT HILL AVE,,S,23,23F,THEFT FROM MOTOR VEHICLE,-71.091416,42.381597
11019687,06/18/2011 10:24:00 AM,XX,QUINCY ST,,S,50,23F,THEFT FROM MOTOR VEHICLE,-71.10118,42.382045
12017283,05/07/2012 08:04:00 PM,XX,QUINCY ST,,S,50,220,BURGLARY/BREAKING AND ENTERING,-71.10118,42.382045
17002493,01/13/2017 09:56:39 AM,XX,RICHDALE AV,,S,43,220,BURGLARY/BREAKING AND ENTERING,-71.098021,42.388999
16042372,07/12/2016 08:25:42 PM,XX,RUSH ST,,S,11,23F,THEFT FROM MOTOR VEHICLE,-71.085317,42.387738
9011112,03/31/2009 08:55:00 AM,XX,SANBORN AVE,,S,24,220,BURGLARY/BREAKING AND ENTERING,-71.095884,42.381126
15004135,01/29/2015 10:50:31 AM,XX,SARGENT AVE,,S,40,23F,THEFT FROM MOTOR VEHICLE,-71.092141,42.391443
8002118,01/18/2008 09:06:00 AM,XX,SCHOOL ST,,S,49,23F,THEFT FROM MOTOR VEHICLE,-71.101803,42.382465
15021992,05/14/2015 08:35:07 AM,XX,SUMMIT ST,,S,113,220,BURGLARY/BREAKING AND ENTERING,-71.119078,42.399456
13034584,09/09/2013 06:06:54 PM,XX,SUNNYSIDE AVE,,S,9,23F,THEFT FROM MOTOR VEHICLE,-71.091482,42.388244
15016682,04/15/2015 02:34:35 PM,XX,TEELE AVE,,S,119,23F,THEFT FROM MOTOR VEHICLE,-71.123427,42.405133
9012360,04/10/2009 08:21:00 AM,XX,TEN HILLS RD,,S,32,23F,THEFT FROM MOTOR VEHICLE,-71.08608,42.394658
9012192,04/08/2009 08:16:00 PM,XX,TENNYSON ST,,S,43,220,BURGLARY/BREAKING AND ENTERING,-71.100526,42.391274
11018778,06/10/2011 10:11:00 AM,XX,TENNYSON ST,,S,43,120,ROBBERY,-71.100526,42.391274
10028349,08/22/2010 09:14:00 AM,XX,TYLER ST,,S,53,220,BURGLARY/BREAKING AND ENTERING,-71.104571,42.381531
7005600,02/18/2007 02:43:00 PM,XX,UNION SQ,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.095947,42.379612
5005108,02/14/2005 08:35:00 PM,XX,UNION SQ,,,NA,240,MOTOR VEHICLE THEFT,-71.095947,42.379612
5017785,06/07/2005 09:24:00 PM,XX,UNION SQUARE,,,NA,120,ROBBERY,-71.095947,42.379612
17021440,04/12/2017 08:32:56 AM,XX,UPLAND RD,,S,126,240,MOTOR VEHICLE THEFT,-71.123863,42.408984
15017937,04/22/2015 02:57:15 AM,XX,VERMONT AVE,,S,6,220,BURGLARY/BREAKING AND ENTERING,-71.082915,42.389226
14042278,12/01/2014 03:25:59 PM,XX,WALTER TERR,,S,42,23F,THEFT FROM MOTOR VEHICLE,-71.092785,42.38929
15056363,11/15/2015 12:16:49 AM,XX,WARE ST,,S,128,220,BURGLARY/BREAKING AND ENTERING,-71.126946,42.404985
10004914,02/15/2010 06:15:00 PM,XX,WHEATLAND ST,,S,37,23F,THEFT FROM MOTOR VEHICLE,-71.090649,42.391581
7015267,05/04/2007 10:20:00 PM,XX,WHEATLAND ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.090649,42.391581
16016814,03/25/2016 09:16:28 PM,XX,WHEELER ST,,S,12,220,BURGLARY/BREAKING AND ENTERING,-71.080591,42.384105
16016787,03/25/2016 06:20:24 PM,XX,WHEELER ST,,S,12,220,BURGLARY/BREAKING AND ENTERING,-71.080591,42.384105
8000346,01/03/2008 10:43:00 PM,XX,WILLOW AVE,,S,95,23F,THEFT FROM MOTOR VEHICLE,-71.118571,42.391688
15054597,11/05/2015 07:51:06 AM,XX,WOODBINE ST,,S,71,23F,THEFT FROM MOTOR VEHICLE,-71.104762,42.391126
5012426,04/24/2005 01:03:00 PM,XX,WYATT CIR,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.101174,42.376879
13023094,06/16/2013 03:11:11 AM,XX,WYATT CIR,,S,58,220,BURGLARY/BREAKING AND ENTERING,-71.101174,42.376879
12003537,01/29/2012 03:31:00 PM,1XX,ALBION ST,,S,70,23F,THEFT FROM MOTOR VEHICLE,-71.108693,42.392021
7029196,08/11/2007 04:10:00 PM,1XX,BEACON ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.106199,42.378056
7023682,07/01/2007 02:46:00 PM,1XX,BEACON ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.106199,42.378056
7023936,07/03/2007 06:24:00 PM,1XX,BEACON ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.106199,42.378056
14033598,09/30/2014 12:27:13 AM,1XX,BEACON ST,,S,59,23F,THEFT FROM MOTOR VEHICLE,-71.106199,42.378056
8012829,04/17/2008 12:26:00 PM,1XX,BEACON ST,,S,59,23F,THEFT FROM MOTOR VEHICLE,-71.106199,42.378056
10005790,02/24/2010 11:52:00 AM,1XX,BEACON ST,,S,59,23F,THEFT FROM MOTOR VEHICLE,-71.106199,42.378056
7024321,07/06/2007 06:45:00 PM,1XX,BEACON ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.106199,42.378056
12040126,10/04/2012 06:31:00 PM,1XX,GLENWOOD RD,,S,64,240,MOTOR VEHICLE THEFT,-71.101942,42.395324
11009431,03/18/2011 08:26:00 PM,1XX,JAQUES ST,,S,37,220,BURGLARY/BREAKING AND ENTERING,-71.094938,42.395742
5031536,09/26/2005 07:11:00 AM,1XX,JAQUES ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.094938,42.395742
9008633,03/10/2009 07:19:00 AM,1XX,MCGRATH HWY,,B,26,220,BURGLARY/BREAKING AND ENTERING,-71.085222,42.375101
10035296,10/19/2010 01:48:00 PM,1XX,MORRISON AVE,,S,89,23F,THEFT FROM MOTOR VEHICLE,-71.115995,42.395733
15002919,01/21/2015 06:34:42 PM,1XX,PEARSON RD,,S,101,23F,THEFT FROM MOTOR VEHICLE,-71.115679,42.403528
11022220,07/10/2011 12:25:00 PM,1XX,PERKINS ST,,S,12,240,MOTOR VEHICLE THEFT,-71.081748,42.385196
9003727,01/29/2009 03:47:00 PM,1XX,PERKINS ST,,S,12,220,BURGLARY/BREAKING AND ENTERING,-71.081748,42.385196
5005014,02/13/2005 10:53:00 PM,1XX,PERKINS ST,,,NA,240,MOTOR VEHICLE THEFT,-71.081748,42.385196
12034088,08/26/2012 06:38:00 AM,1XX,POWDER HOUSE BLVD,,S,120,23F,THEFT FROM MOTOR VEHICLE,-71.123237,42.404289
11002857,01/22/2011 03:00:00 PM,1XX,ROGERS AVE,,S,85,220,BURGLARY/BREAKING AND ENTERING,-71.112275,42.398305
7034324,09/17/2007 04:35:00 PM,1XX,SCHOOL ST,,S,46,220,BURGLARY/BREAKING AND ENTERING,-71.099019,42.386518
6043091,12/14/2006 11:43:00 PM,1XX,SCHOOL ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.099019,42.386518
6020673,06/20/2006 10:11:00 AM,1XX,SCHOOL ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.099019,42.386518
16073372,11/19/2016 08:35:35 PM,1XX,SUMMER ST,,S,49,240,MOTOR VEHICLE THEFT,-71.103255,42.38532
15030039,06/26/2015 07:47:00 PM,1XX,WALNUT ST,,S,42,23F,THEFT FROM MOTOR VEHICLE,-71.093066,42.387802
5027347,08/23/2005 08:11:00 PM,1XX,WALNUT ST,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.093066,42.387802
9004577,02/05/2009 01:08:00 AM,1XX,WASHINGTON ST,,B,20,120,ROBBERY,-71.087536,42.380947
10024941,07/26/2010 12:01:00 AM,1XX,WASHINGTON ST,,B,20,23F,THEFT FROM MOTOR VEHICLE,-71.087536,42.380947
5020915,07/03/2005 07:33:00 AM,1XX,WASHINGTON ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.087536,42.380947
15060311,12/09/2015 08:04:30 AM,1XX,WASHINGTON ST,,B,20,220,BURGLARY/BREAKING AND ENTERING,-71.087536,42.380947
10030965,09/12/2010 12:58:00 PM,1XX,WASHINGTON ST,,B,20,23F,THEFT FROM MOTOR VEHICLE,-71.087536,42.380947
9021213,06/12/2009 10:03:00 AM,1XX,WASHINGTON ST,,B,20,23F,THEFT FROM MOTOR VEHICLE,-71.087536,42.380947
10029483,09/01/2010 01:55:00 AM,1XX,WASHINGTON ST,,S,20,23F,THEFT FROM MOTOR VEHICLE,-71.087536,42.380947
8009827,03/24/2008 12:06:00 AM,1XX,WASHINGTON ST,,B,20,23F,THEFT FROM MOTOR VEHICLE,-71.087536,42.380947
9006014,02/16/2009 05:45:00 PM,1XX,WEST ADAMS ST,,S,126,220,BURGLARY/BREAKING AND ENTERING,-71.127117,42.40916
5037790,11/16/2005 02:53:00 PM,12XX,BROADWAY,,,NA,240,MOTOR VEHICLE THEFT,-71.128969,42.404138
12017957,05/12/2012 11:51:00 AM,12XX,BROADWAY,,S,130,220,BURGLARY/BREAKING AND ENTERING,-71.129048,42.404196
6040122,11/18/2006 02:04:00 AM,1XX,ALBION ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.108592,42.392104
7025576,07/15/2007 08:03:00 PM,1XX,BEACON ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.105841,42.377925
17004447,01/22/2017 03:37:33 AM,1XX,BOSTON AV,,S,85,220,BURGLARY/BREAKING AND ENTERING,-71.110389,42.398314
16001942,01/11/2016 10:47:14 PM,1XX,GOV WINTHROP ROAD,,S,32,240,MOTOR VEHICLE THEFT,-71.088651,42.397147
6041235,11/28/2006 06:37:00 PM,1XX,HANCOCK ST,,S,NA,120,ROBBERY,-71.114323,42.393911
7046999,12/29/2007 10:25:00 AM,1XX,HEATH ST,,S,33,23F,THEFT FROM MOTOR VEHICLE,-71.097227,42.396125
16071269,11/09/2016 10:43:11 PM,1XX,HEATH ST,,S,33,240,MOTOR VEHICLE THEFT,-71.097227,42.396125
14028699,08/26/2014 04:17:26 PM,1XX,INNER BELT RD,,S,19,23F,THEFT FROM MOTOR VEHICLE,-71.081573,42.375771
7004281,02/07/2007 04:15:00 PM,1XX,INNER BELT RD,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.081573,42.375771
9006098,02/17/2009 12:09:00 PM,1XX,INNER BELT RD,,B,19,240,MOTOR VEHICLE THEFT,-71.081573,42.375771
8018987,06/05/2008 11:05:00 AM,1XX,INNER BELT RD,,S,19,240,MOTOR VEHICLE THEFT,-71.081573,42.375771
6042205,12/07/2006 09:24:00 AM,1XX,LIBERTY RD,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.117728,42.397194
6009788,03/25/2006 04:18:00 PM,1XX,MORRISON AVE,,,NA,23F,THEFT FROM MOTOR VEHICLE,-71.115882,42.395813
8002400,01/20/2008 07:33:00 PM,1XX,PENNSYLVANIA AVE,,S,6,220,BURGLARY/BREAKING AND ENTERING,-71.08406,42.389795
7042651,11/20/2007 10:30:00 PM,1XX,PERKINS ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.081752,42.38531
8030903,08/31/2008 11:14:00 PM,1XX,PERKINS ST,,S,11,220,BURGLARY/BREAKING AND ENTERING,-71.081752,42.38531
9020784,06/09/2009 08:57:00 AM,1XX,PROSPECT ST,,S,29,240,MOTOR VEHICLE THEFT,-71.096725,42.375495
6025827,07/27/2006 06:04:00 PM,1XX,PROSPECT ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.096725,42.375495
8005204,02/14/2008 08:56:00 AM,1XX,PROSPECT ST,,S,29,220,BURGLARY/BREAKING AND ENTERING,-71.096725,42.375495
6016599,05/19/2006 08:19:00 PM,1XX,PROSPECT ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.096725,42.375495
8017085,05/21/2008 08:51:00 PM,1XX,PROSPECT ST,,S,29,240,MOTOR VEHICLE THEFT,-71.096725,42.375495
7023793,07/02/2007 02:41:00 PM,1XX,PROSPECT ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.096725,42.375495
12016619,05/03/2012 10:08:00 AM,1XX,PROSPECT ST,,S,29,23F,THEFT FROM MOTOR VEHICLE,-71.096725,42.375495
12040042,10/04/2012 02:10:00 AM,1XX,PROSPECT ST,,S,29,23F,THEFT FROM MOTOR VEHICLE,-71.096725,42.375495
15020582,05/06/2015 05:48:04 PM,1XX,TEMPLE ST,,S,35,220,BURGLARY/BREAKING AND ENTERING,-71.090236,42.395323
10009994,03/30/2010 06:42:00 PM,1XX,TEMPLE ST,,S,35,220,BURGLARY/BREAKING AND ENTERING,-71.090236,42.395323
13008122,02/26/2013 07:16:05 PM,1XX,TEMPLE ST,,S,35,220,BURGLARY/BREAKING AND ENTERING,-71.090236,42.395323
13029986,08/07/2013 11:22:52 PM,1XX,WASHINGTON ST,,S,16,240,MOTOR VEHICLE THEFT,-71.087133,42.381172
8027346,08/06/2008 06:33:00 AM,12XX,BROADWAY,,S,130,23F,THEFT FROM MOTOR VEHICLE,-71.129231,42.404333
12045920,11/15/2012 06:11:00 PM,12XX,BROADWAY,,S,130,220,BURGLARY/BREAKING AND ENTERING,-71.129245,42.404344
8008064,03/09/2008 07:31:00 PM,1XX,CROSS ST,,S,16,220,BURGLARY/BREAKING AND ENTERING,-71.08946,42.383672
10033245,09/30/2010 09:33:00 PM,1XX,HUDSON ST,,S,70,220,BURGLARY/BREAKING AND ENTERING,-71.108875,42.391273
6002800,01/25/2006 06:35:00 PM,1XX,MORRISON AVE,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.11621,42.395818
7020701,06/11/2007 02:29:00 PM,1XX,ORCHARD ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.124345,42.39443
5025428,08/08/2005 01:58:00 PM,1XX,ORCHARD ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.124345,42.39443
10002531,01/25/2010 08:54:00 AM,1XX,SYCAMORE ST,,S,41,23F,THEFT FROM MOTOR VEHICLE,-71.098647,42.392439
7033820,09/14/2007 09:19:00 AM,1XX,CENTRAL ST,,S,43,23F,THEFT FROM MOTOR VEHICLE,-71.101266,42.391379
7019332,06/02/2007 09:51:00 PM,1XX,ELM ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.117587,42.390307
16020279,04/11/2016 04:29:29 PM,1XX,HIGHLAND AV,,S,44,220,BURGLARY/BREAKING AND ENTERING,-71.101011,42.387662
13008148,02/26/2013 09:50:15 PM,1XX,HIGHLAND AVE,,S,44,220,BURGLARY/BREAKING AND ENTERING,-71.101011,42.387662
11008597,03/10/2011 09:07:00 PM,1XX,HIGHLAND AVE,,S,44,220,BURGLARY/BREAKING AND ENTERING,-71.101011,42.387662
7022668,06/24/2007 04:11:00 PM,1XX,HIGHLAND AVE,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.101011,42.387662
11007996,03/05/2011 10:17:00 AM,1XX,HIGHLAND AVE,,S,44,240,MOTOR VEHICLE THEFT,-71.101011,42.387662
8014592,05/01/2008 10:24:00 PM,1XX,ORCHARD ST,,S,108,220,BURGLARY/BREAKING AND ENTERING,-71.123993,42.394315
5022817,07/19/2005 12:37:00 PM,1XX,ORCHARD ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.123993,42.394315
6042320,12/08/2006 08:05:00 AM,1XX,ORCHARD ST,,S,NA,240,MOTOR VEHICLE THEFT,-71.123993,42.394315
8014593,05/01/2008 10:42:00 PM,1XX,ORCHARD ST,,S,108,220,BURGLARY/BREAKING AND ENTERING,-71.123993,42.394315
11028618,09/01/2011 09:40:00 AM,1XX,ORCHARD ST,,S,108,240,MOTOR VEHICLE THEFT,-71.123993,42.394315
10037331,11/06/2010 08:52:00 PM,1XX,ORCHARD ST,,S,108,23F,THEFT FROM MOTOR VEHICLE,-71.123993,42.394315
10033917,10/06/2010 06:09:00 PM,1XX,ORCHARD ST,,S,108,23F,THEFT FROM MOTOR VEHICLE,-71.123993,42.394315
7009867,03/24/2007 08:29:00 AM,1XX,ORCHARD ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.123993,42.394315
10019255,06/10/2010 08:35:00 AM,1XX,ORCHARD ST,,S,108,23F,THEFT FROM MOTOR VEHICLE,-71.123993,42.394315
7000413,01/04/2007 02:17:00 PM,1XX,ORCHARD ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.123993,42.394315
12050867,12/18/2012 12:44:00 PM,1XX,ORCHARD ST,,S,108,23F,THEFT FROM MOTOR VEHICLE,-71.123993,42.394315
5014563,05/12/2005 09:12:00 PM,1XX,ORCHARD ST,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.123993,42.394315
6031423,09/08/2006 06:10:00 PM,1XX,ORCHARD ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.123993,42.394315
6043491,12/18/2006 08:37:00 AM,1XX,ORCHARD ST,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.123993,42.394315
15037683,08/03/2015 09:06:37 PM,1XX,WEST ADAMS ST,,S,126,220,BURGLARY/BREAKING AND ENTERING,-71.127356,42.409038
11018580,06/08/2011 01:50:00 PM,12XX,BROADWAY,,S,130,220,BURGLARY/BREAKING AND ENTERING,-71.129574,42.404586
10015521,05/14/2010 09:05:00 AM,1XX,CEDAR ST,,S,94,23F,THEFT FROM MOTOR VEHICLE,-71.11198,42.392882
10015653,05/15/2010 08:28:00 AM,1XX,COLLEGE AVE,,B,113,220,BURGLARY/BREAKING AND ENTERING,-71.117589,42.400373
8010859,04/01/2008 10:31:00 AM,1XX,CROSS ST,,S,16,23F,THEFT FROM MOTOR VEHICLE,-71.089477,42.383647
8021959,06/27/2008 11:59:00 PM,1XX,CROSS ST,,S,16,23F,THEFT FROM MOTOR VEHICLE,-71.089477,42.383647
15060918,12/12/2015 05:38:54 AM,1XX,HIGHLAND AV,,B,46,220,BURGLARY/BREAKING AND ENTERING,-71.100922,42.387512
12028246,07/20/2012 02:06:00 AM,1XX,HIGHLAND AVE,,B,46,220,BURGLARY/BREAKING AND ENTERING,-71.100922,42.387512
12037413,09/16/2012 11:31:00 AM,1XX,HIGHLAND AVE,,B,46,220,BURGLARY/BREAKING AND ENTERING,-71.100922,42.387512
9007703,03/03/2009 05:50:00 AM,1XX,HIGHLAND RD,,S,85,23F,THEFT FROM MOTOR VEHICLE,-71.111757,42.397797
15025879,06/04/2015 10:22:11 PM,1XX,HILLSDALE RD,,S,126,220,BURGLARY/BREAKING AND ENTERING,-71.126451,42.408723
7032662,09/05/2007 05:54:00 PM,1XX,MORRISON AVE,,S,89,23F,THEFT FROM MOTOR VEHICLE,-71.116424,42.395903
8020502,06/16/2008 06:48:00 AM,1XX,MORRISON AVE,,S,89,23F,THEFT FROM MOTOR VEHICLE,-71.116424,42.395903
16001677,01/10/2016 01:45:18 PM,1XX,ORCHARD ST,,S,108,23F,THEFT FROM MOTOR VEHICLE,-71.124443,42.394507
9044547,12/04/2009 09:00:00 PM,1XX,PEARSON RD,,S,101,23F,THEFT FROM MOTOR VEHICLE,-71.115691,42.403605
17008173,02/08/2017 06:50:12 PM,1XX,PENNSYLVANIA AV,,S,6,23F,THEFT FROM MOTOR VEHICLE,-71.084125,42.389694
8033490,09/18/2008 10:58:00 PM,1XX,SUMMER ST,,S,49,220,BURGLARY/BREAKING AND ENTERING,-71.103672,42.385466
5000456,01/05/2005 11:50:00 AM,12XX,BROADWAY,,,NA,240,MOTOR VEHICLE THEFT,-71.129742,42.404714
9024628,07/06/2009 09:59:00 AM,1XX,WILLOW AVE,,S,89,120,ROBBERY,-71.116106,42.395242
9045545,12/13/2009 10:42:00 PM,1XX,ALEWIFE BROOK PKY,,S,132,220,BURGLARY/BREAKING AND ENTERING,-71.133089,42.407269
17003425,01/17/2017 06:10:38 PM,125XX,ALEWIFE BROOK PKWY,,S,132,120,ROBBERY,-71.133089,42.407269
6037340,10/26/2006 11:20:00 AM,1XX,BROADWAY,,S,NA,120,ROBBERY,-71.084001,42.38793
10006833,03/05/2010 11:19:00 AM,1XX,BROADWAY,,B,6,120,ROBBERY,-71.084001,42.38793
8007108,03/01/2008 10:29:00 AM,1XX,BROADWAY,,B,6,120,ROBBERY,-71.084001,42.38793
10014044,05/03/2010 09:51:00 AM,1XX,BROADWAY,,S,25,220,BURGLARY/BREAKING AND ENTERING,-71.084001,42.38793
12023821,06/21/2012 02:48:00 PM,1XX,BROADWAY,,B,6,120,ROBBERY,-71.084001,42.38793
6002749,01/25/2006 11:18:00 AM,1XX,BROADWAY,,,NA,120,ROBBERY,-71.084001,42.38793
6016946,05/22/2006 12:51:00 PM,1XX,BROADWAY,,S,NA,120,ROBBERY,-71.084001,42.38793
17008053,02/08/2017 09:45:28 AM,1XX,BROADWAY,,B,6,120,ROBBERY,-71.084001,42.38793
17025432,05/01/2017 02:35:19 PM,1XX,BROADWAY,,B,6,120,ROBBERY,-71.084001,42.38793
14026249,08/07/2014 03:52:19 PM,1XX,BROADWAY,,S,6,120,ROBBERY,-71.084001,42.38793
6023408,07/10/2006 10:19:00 AM,1XX,BROADWAY,,S,NA,120,ROBBERY,-71.084001,42.38793
5040269,12/08/2005 11:31:00 AM,1XX,BROADWAY,,,NA,120,ROBBERY,-71.084001,42.38793
12014662,04/19/2012 11:24:00 AM,1XX,BROADWAY,,B,6,120,ROBBERY,-71.084001,42.38793
6023547,07/11/2006 01:25:00 PM,1XX,BROADWAY,,S,NA,240,MOTOR VEHICLE THEFT,-71.084001,42.38793
9039457,10/23/2009 10:33:00 PM,1XX,BROADWAY,,B,6,120,ROBBERY,-71.084001,42.38793
7038437,10/17/2007 01:43:00 PM,1XX,BROADWAY,,B,6,120,ROBBERY,-71.084001,42.38793
13012904,04/02/2013 10:31:54 PM,1XX,BROADWAY,,I,11,120,ROBBERY,-71.084001,42.38793
8006890,02/28/2008 11:34:00 AM,1XX,BROADWAY,,B,6,120,ROBBERY,-71.084001,42.38793
6032875,09/19/2006 12:47:00 PM,1XX,CENTRAL ST,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.101102,42.391619
7000522,01/05/2007 10:28:00 AM,1XX,GOV WINTHROP RD,,S,NA,23F,THEFT FROM MOTOR VEHICLE,-71.088718,42.397198
12024811,06/28/2012 06:32:00 AM,1XX,HIGHLAND AVE,,S,44,240,MOTOR VEHICLE THEFT,-71.101105,42.387694
16033166,06/06/2016 11:04:44 AM,1XX,JAQUES ST,,S,35,220,BURGLARY/BREAKING AND ENTERING,-71.094675,42.395748
13025118,07/01/2013 04:44:22 PM,1XX,JAQUES ST,,S,35,220,BURGLARY/BREAKING AND ENTERING,-71.094675,42.395748
14043223,12/08/2014 02:21:48 AM,1XX,JAQUES ST,,S,35,23F,THEFT FROM MOTOR VEHICLE,-71.094675,42.395748
6011371,04/07/2006 08:38:00 AM,1XX,JAQUES ST,,,NA,240,MOTOR VEHICLE THEFT,-71.094675,42.395748
14019030,06/12/2014 10:22:01 PM,1XX,JAQUES ST,,S,35,23F,THEFT FROM MOTOR VEHICLE,-71.094675,42.395748
14028635,08/26/2014 07:13:32 AM,1XX,JOSEPHINE AVE,,S,85,23F,THEFT FROM MOTOR VEHICLE,-71.112838,42.398517
8003838,02/02/2008 09:44:00 AM,1XX,ORCHARD ST,,S,108,240,MOTOR VEHICLE THEFT,-71.124115,42.39441
12048246,12/02/2012 07:28:00 PM,1XX,SYCAMORE ST,,S,39,120,ROBBERY,-71.098288,42.392706
8004694,02/09/2008 11:59:00 PM,1XX,TEN HILLS RD,,S,31,240,MOTOR VEHICLE THEFT,-71.087244,42.39865
7020727,06/11/2007 05:19:00 PM,1XX,TEN HILLS RD,,S,NA,120,ROBBERY,-71.087244,42.39865
10038106,11/14/2010 06:53:00 PM,1XX,TEN HILLS RD,,S,31,23F,THEFT FROM MOTOR VEHICLE,-71.087244,42.39865
8011095,04/02/2008 08:30:00 PM,1XX,WALNUT ST,,S,9,120,ROBBERY,-71.092876,42.387858
10020881,06/23/2010 09:39:00 AM,1XX,WALNUT ST,,S,9,23F,THEFT FROM MOTOR VEHICLE,-71.092876,42.387858
5006689,03/01/2005 02:59:00 PM,12XX,BROADWAY,,,NA,240,MOTOR VEHICLE THEFT,-71.12996,42.404873
13028621,07/28/2013 07:58:06 PM,12XX,BROADWAY,,S,128,23F,THEFT FROM MOTOR VEHICLE,-71.129949,42.405019
5025825,08/11/2005 06:40:00 PM,12XX,BROADWAY,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.129949,42.405019
7040298,10/31/2007 05:58:00 PM,13XX,BROADWAY,,I,128,120,ROBBERY,-71.132891,42.406502
13028337,07/26/2013 02:41:04 PM,12XX,BROADWAY,,S,128,220,BURGLARY/BREAKING AND ENTERING,-71.130068,42.405105
10041431,12/17/2010 10:10:00 PM,12XX,BROADWAY,,S,128,220,BURGLARY/BREAKING AND ENTERING,-71.130068,42.405105
16042562,07/13/2016 04:16:48 PM,12XX,BROADWAY,,S,130,220,BURGLARY/BREAKING AND ENTERING,-71.130164,42.405021
9018627,05/24/2009 06:00:00 PM,12XX,BROADWAY,,S,130,120,ROBBERY,-71.130232,42.40507
5004982,02/13/2005 05:52:00 PM,12XX,BROADWAY,,,NA,220,BURGLARY/BREAKING AND ENTERING,-71.130232,42.40507
12044285,11/02/2012 04:27:00 PM,12XX,ALEWIFE BROOK PKY,,S,132,120,ROBBERY,-71.133086,42.407272
6020415,06/18/2006 04:36:00 AM,12XX,ALEWIFE BROOK PKY,,S,NA,220,BURGLARY/BREAKING AND ENTERING,-71.133086,42.407272
16004992,01/28/2016 12:50:25 PM,1XX,ALBION ST,,S,70,23F,THEFT FROM MOTOR VEHICLE,-71.108922,42.392118
8002462,01/21/2008 09:11:00 AM,1XX,COLLEGE AVE,,S,113,23F,THEFT FROM MOTOR VEHICLE,-71.117469,42.400459
